white wine quality database, 0=undrinkable, 1=undrinkable, 2=undrinkable, 3=poor, 4=below average, 5=average, 6=above average, 7=good, 8=great, 9=superb, 10=unrivaled
312,5,5.9,0.26,0.27,18.2,0.048,52,168,0.9993,3.35,0.44,9.4
313,5,6.8,0.37,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8
314,5,6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2
315,5,7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7
316,5,6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10
317,5,6.9,0.49,0.24,1.2,0.049,13,125,0.9932,3.17,0.51,9.4
318,5,8.2,0.28,0.42,1.8,0.031,30,93,0.9917,3.09,0.39,11.4
319,5,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5
320,5,7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5
321,5,6.8,0.26,0.22,7.7,0.047,57,210,0.9959,3.1,0.47,9
322,5,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4
323,5,7.8,0.21,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1
324,5,7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3
325,5,6.8,0.29,0.5,13.3,0.053,48,194,0.9974,3.09,0.45,9.4
326,5,6.4,0.34,0.1,1.1,0.048,19,84,0.9927,3.21,0.38,9.8
327,5,6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8
328,5,6.2,0.35,0.04,1.2,0.06,23,108,0.9934,3.26,0.54,9.2
329,5,5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4
330,5,7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1
331,5,6.1,0.2,0.25,1.2,0.038,34,128,0.9921,3.24,0.44,10.1
332,5,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5
333,5,6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5
334,5,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5
335,5,7,0.25,0.29,15.2,0.047,40,171,0.9982,3.22,0.45,9.3
336,5,5.9,0.25,0.19,12.4,0.047,50,162,0.9973,3.35,0.38,9.5
337,5,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7
338,5,6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9
339,5,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7
340,5,7.2,0.29,0.53,18.15,0.047,59,182,0.9992,3.09,0.52,9.6
341,5,6.5,0.38,0.34,3.4,0.036,34,200,0.9937,3.14,0.76,10
342,5,7,0.24,0.51,11,0.029,55,227,0.9965,3.03,0.61,9.5
343,5,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2
344,5,5.8,0.25,0.24,13.3,0.044,41,137,0.9972,3.34,0.42,9.5
345,5,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2
346,5,6.2,0.37,0.3,6.6,0.346,79,200,0.9954,3.29,0.58,9.6
347,5,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10
348,5,6.5,0.3,0.29,2.25,0.037,8,210,0.9937,3.19,0.62,9.9
349,5,7.3,0.51,0.26,3.3,0.09,7,135,0.9944,3.01,0.52,8.8
350,5,6.8,0.18,0.37,1.6,0.055,47,154,0.9934,3.08,0.45,9.1
351,5,7.2,0.34,0.34,12.6,0.048,7,41,0.9942,3.19,0.4,11.7
352,5,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8
353,5,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8
354,5,5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4
355,5,6.4,0.18,0.48,4,0.186,64,150,0.9945,3.06,0.4,9.3
356,5,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1
357,5,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1
358,5,6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4
359,5,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7
360,5,7.2,0.46,0.65,10.4,0.05,76,192,0.9976,3.16,0.42,8.7
361,5,8.4,0.35,0.71,12.2,0.046,22,160,0.9982,2.98,0.65,9.4
362,5,5.9,0.21,0.24,12.1,0.044,53,165,0.9969,3.25,0.39,9.5
363,5,5.9,0.37,0.1,1.6,0.057,39,128,0.9924,3.24,0.48,10.1
364,5,6.8,0.51,0.3,4.2,0.066,38,165,0.9945,3.2,0.42,9.1
365,5,6,0.26,0.5,2.2,0.048,59,153,0.9928,3.08,0.61,9.8
366,5,7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7
367,5,6.7,0.34,0.54,16.3,0.047,44,181,0.9987,3.04,0.56,8.8
368,5,7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7
369,5,5.7,0.18,0.22,4.2,0.042,25,111,0.994,3.35,0.39,9.4
370,5,7.1,0.31,0.5,14.5,0.059,6,148,0.9983,2.94,0.44,9.1
371,5,6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4
372,5,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8
373,5,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8
374,5,6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4
375,5,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8
376,5,6.4,0.475,0.06,1,0.03,9,131,0.9904,2.97,0.29,10.8
377,5,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6
378,5,7.3,0.25,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6
379,5,6.1,0.28,0.25,17.75,0.044,48,161,0.9993,3.34,0.48,9.5
380,5,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8
381,5,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7
382,5,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7
383,5,7.5,0.23,0.68,11,0.047,37,133,0.9978,2.99,0.38,8.8
384,5,6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9
385,5,6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9
386,5,7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4
387,5,6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3
388,5,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8
389,5,7,0.23,0.42,18.05,0.05,35,144,0.9999,3.22,0.42,8.8
390,5,6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5
391,5,7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2
392,5,5.6,0.35,0.14,5,0.046,48,198,0.9937,3.3,0.71,10.3
393,5,5.8,0.335,0.14,5.8,0.046,49,197,0.9937,3.3,0.71,10.3
394,5,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5
395,5,6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5
396,5,6.3,0.26,0.25,7.8,0.058,44,166,0.9961,3.24,0.41,9
397,5,6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10
398,5,7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2
399,5,6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3
400,5,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4
401,5,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4
402,5,7.8,0.28,0.22,1.4,0.056,24,130,0.9944,3.28,0.48,9.5
403,5,6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3
404,5,6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4
405,5,6.7,0.28,0.14,1.4,0.043,64,159,0.992,3.17,0.39,10
406,5,6.8,0.34,0.69,1.3,0.058,12,171,0.9931,3.06,0.47,9.7
407,5,6.4,0.27,0.32,4.5,0.24,61,174,0.9948,3.12,0.48,9.4
408,5,8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2
409,5,6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9
410,5,6,0.36,0.16,6.3,0.036,36,191,0.9942,3.17,0.62,9.8
411,5,5.9,0.37,0.14,6.3,0.036,34,185,0.9944,3.17,0.63,9.8
412,5,6.3,0.34,0.28,14.7,0.047,49,198,0.9977,3.23,0.46,9.5
413,5,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5
414,5,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5
415,5,7.4,0.31,0.48,14.2,0.042,62,204,0.9983,3.06,0.59,9.4
416,5,8.4,0.4,0.7,13.1,0.042,29,197,0.998,3.06,0.64,9.7
417,5,8.6,0.27,0.46,6.1,0.032,13,41,0.993,2.89,0.34,10.9
418,5,6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10
419,5,6.2,0.47,0.21,1,0.044,13,98,0.99345,3.14,0.46,9.2
420,5,6.1,0.25,0.24,12.1,0.046,51,172,0.998,3.35,0.45,9.5
421,5,6.4,0.31,0.39,7.5,0.04,57,213,0.99475,3.32,0.43,10
422,5,7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1
423,5,6.6,0.29,0.44,9,0.053,62,178,0.99685,3.02,0.45,8.9
424,5,6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4
425,5,6.4,0.39,0.21,1.2,0.041,35,136,0.99225,3.15,0.46,10.2
426,5,7,0.21,0.34,8,0.057,19,101,0.9954,2.99,0.59,9.4
427,5,6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5
428,5,6,0.33,0.27,0.8,0.185,12,188,0.9924,3.12,0.62,9.4
429,5,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2
430,5,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2
431,5,5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4
432,5,7.4,0.38,0.27,7.5,0.041,24,160,0.99535,3.17,0.43,10
433,5,5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1
434,5,5.8,0.25,0.28,11.1,0.056,45,175,0.99755,3.42,0.43,9.5
435,5,6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7
436,5,6.7,0.5,0.63,13.4,0.078,81,238,0.9988,3.08,0.44,9.2
437,5,6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4
438,5,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9
439,5,7.2,0.23,0.19,13.7,0.052,47,197,0.99865,3.12,0.53,9
440,5,6.4,0.46,0.08,4.9,0.046,34,144,0.99445,3.1,0.56,10
441,5,7.4,0.32,0.27,1.4,0.049,38,173,0.99335,3.03,0.52,9.3
442,5,7.2,0.31,0.26,7.3,0.05,37,157,0.99625,3.09,0.43,9
443,5,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3
444,5,6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3
445,5,6.4,0.31,0.26,13.2,0.046,57,205,0.9975,3.17,0.41,9.6
446,5,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3
447,5,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9
448,5,8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7
449,5,6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1
450,5,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9
451,5,6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1
452,5,6.8,0.18,0.21,5.4,0.053,34,104,0.99445,3.3,0.43,9.4
453,5,8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7
454,5,6.6,0.22,0.37,15.4,0.035,62,153,0.99845,3.02,0.4,9.3
455,5,9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8
456,5,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4
457,5,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6
458,5,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4
459,5,8.2,0.4,0.48,13.7,0.042,59,169,0.9986,3.1,0.52,9.4
460,5,6.6,0.3,0.3,4.8,0.17,60,166,0.9946,3.18,0.47,9.4
461,5,4.8,0.33,0,6.5,0.028,34,163,0.9937,3.35,0.61,9.9
462,5,6,0.45,0.65,9.7,0.08,11,159,0.9956,3.04,0.48,9.4
463,5,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6
464,5,7.7,0.15,0.29,1.3,0.029,10,64,0.9932,3.35,0.39,10.1
465,5,5.9,0.26,0.3,1,0.036,38,114,0.9928,3.58,0.48,9.4
466,5,6.1,0.28,0.35,12.8,0.048,63,229,0.9975,3.08,0.4,8.9
467,5,7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8
468,5,6.3,0.33,0.2,5.8,0.04,24,144,0.99425,3.15,0.63,9.9
469,5,6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9
470,5,6.3,0.34,0.19,5.8,0.041,22,145,0.9943,3.15,0.63,9.9
471,5,5.8,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2
472,5,5.6,0.29,0.05,0.8,0.038,11,30,0.9924,3.36,0.35,9.2
473,5,6.3,0.27,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8
474,5,5.4,0.595,0.1,2.8,0.042,26,80,0.9932,3.36,0.38,9.3
475,5,6.5,0.25,0.35,12,0.055,47,179,0.998,3.58,0.47,10
476,5,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9
477,5,6.4,0.26,0.43,12.6,0.033,64,230,0.9974,3.08,0.38,8.9
478,5,5.9,0.29,0.33,7.4,0.037,58,205,0.99495,3.26,0.41,9.6
479,5,6.2,0.28,0.43,13,0.039,64,233,0.99745,3.08,0.38,8.9
480,5,6.1,0.27,0.44,6.7,0.041,61,230,0.99505,3.12,0.4,8.9
481,5,6.4,0.43,0.32,1.4,0.048,10,67,0.992,3.08,0.41,11.4
482,5,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9
483,5,6.2,0.34,0.28,7.5,0.034,40,197,0.99485,3.14,0.6,9.7
484,5,8.2,0.345,1,18.2,0.047,55,205,0.99965,2.96,0.43,9.6
485,5,8.5,0.16,0.35,1.6,0.039,24,147,0.9935,2.96,0.36,10
486,5,7.3,0.25,0.39,6.4,0.034,8,84,0.9942,3.18,0.46,11.5
487,5,7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5
488,5,8.2,0.23,0.37,1.3,0.042,39,117,0.9928,2.99,0.36,10
489,5,7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5
490,5,7.5,0.32,0.26,1.8,0.042,13,133,0.9938,3.07,0.38,9.5
491,5,8.3,0.23,0.43,3.2,0.035,14,101,0.9928,3.15,0.36,11.5
492,5,7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2
493,5,6.5,0.14,0.33,7.6,0.05,53,189,0.9966,3.25,0.49,8.6
494,5,6,0.2,0.71,1.6,0.15,10,54,0.9927,3.12,0.47,9.8
495,5,6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8
496,5,6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8
497,5,6.5,0.25,0.27,15.2,0.049,75,217,0.9972,3.19,0.39,9.9
498,5,6,0.26,0.34,1.3,0.046,6,29,0.9924,3.29,0.63,10.4
499,5,6.4,0.28,0.41,6.8,0.045,61,216,0.9952,3.09,0.46,9.4
500,5,5.1,0.52,0.06,2.7,0.052,30,79,0.9932,3.32,0.43,9.3
501,5,6.2,0.25,0.47,11.6,0.048,62,210,0.9968,3.19,0.5,9.5
502,5,6.1,0.16,0.27,12.6,0.064,63,162,0.9994,3.66,0.43,8.9
503,5,7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2
504,5,6.8,0.37,0.47,11.2,0.071,44,136,0.9968,2.98,0.88,9.2
505,5,7.5,0.17,0.37,1.5,0.06,18,75,0.9936,3.54,0.88,10.7
506,5,7.1,0.47,0.24,6,0.044,11,77,0.9956,3.21,0.56,9.7
507,5,7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11
508,5,7.7,0.275,0.3,1,0.039,19,75,0.992,3.01,0.56,10.7
509,5,7.5,0.33,0.48,19.45,0.048,55,243,1.001,2.95,0.4,8.8
510,5,7.3,0.15,0.4,2,0.05,24,92,0.9932,3.14,0.45,10.5
511,5,6.5,0.19,0.1,1.3,0.046,23,107,0.9937,3.29,0.45,10
512,5,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4
513,5,8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2
514,5,7.3,0.24,0.34,7.5,0.048,29,152,0.9962,3.1,0.54,9
515,5,7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3
516,5,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4
517,5,8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10
518,5,7.2,0.51,0.24,10,0.093,35,197,0.9981,3.41,0.47,9
519,5,7,0.21,0.28,7.5,0.07,45,185,0.9966,3.34,0.55,9.4
520,5,6.7,0.26,0.26,4,0.079,35.5,216,0.9956,3.31,0.68,9.5
521,5,6.7,0.26,0.26,4.1,0.073,36,202,0.9956,3.3,0.67,9.5
522,5,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7
523,5,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7
524,5,7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9
525,5,7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10
526,5,6.5,0.26,0.34,16.3,0.051,56,197,1.0004,3.49,0.42,9.8
527,5,7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6
528,5,7.4,0.24,0.31,8.4,0.045,52,183,0.9963,3.09,0.32,8.8
529,5,6.3,0.16,0.4,1.6,0.033,59,148,0.9914,3.44,0.53,11.4
530,5,7.9,0.29,0.39,6.7,0.036,6,117,0.9938,3.12,0.42,10.7
531,5,7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6
532,5,7.4,0.18,0.4,1.6,0.047,22,102,0.9937,3.28,0.44,10.7
533,5,5.9,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5
534,5,8.1,0.45,0.34,8.3,0.037,33,216,0.9976,3.31,0.64,9.7
535,5,5.8,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5
536,5,6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9
537,5,9.8,0.36,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8
538,5,9.6,0.23,0.4,1.5,0.044,19,135,0.9937,2.96,0.49,10.9
539,5,5.7,0.1,0.27,1.3,0.047,21,100,0.9928,3.27,0.46,9.5
540,5,6.8,0.39,0.31,14.35,0.043,28,162,0.9988,3.17,0.54,9.1
541,5,8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10
542,5,7.4,0.41,0.34,4.7,0.042,19,127,0.9953,3.25,0.42,10.4
543,5,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5
544,5,9,0.31,0.49,6.9,0.034,26,91,0.9937,2.99,0.34,11.5
545,5,9.3,0.34,0.49,7.3,0.052,30,146,0.998,3.17,0.61,10.2
546,5,9.2,0.28,0.46,3.2,0.058,39,133,0.996,3.14,0.58,9.5
547,5,7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5
548,5,7.2,0.25,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5
549,5,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9
550,5,9.1,0.27,0.32,1.1,0.031,15,151,0.9936,3.03,0.41,10.6
551,5,8.9,0.34,0.32,1.3,0.041,12,188,0.9953,3.17,0.49,9.5
552,5,6.7,0.25,0.23,7.2,0.038,61,220,0.9952,3.14,0.35,9.5
553,5,6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9
554,5,6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9
555,5,6,0.24,0.32,6.3,0.03,34,129,0.9946,3.52,0.41,10.4
556,5,6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5
557,5,7.2,0.2,0.38,1,0.037,21,74,0.9918,3.21,0.37,11
558,5,8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6
559,5,7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4
560,5,6.4,0.25,0.41,8.6,0.042,57,173,0.9965,3,0.44,9.1
561,5,9.8,0.44,0.4,2.8,0.036,35,167,0.9956,2.97,0.39,9.2
562,5,7.2,0.2,0.25,4.5,0.044,31,109,0.9949,3.23,0.36,9.4
563,5,8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6
564,5,7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4
565,5,6.5,0.41,0.64,11.8,0.065,65,225,0.9978,3.12,0.51,8.9
566,5,7.5,0.32,0.37,1.2,0.048,22,184,0.9938,3.09,0.43,9.3
567,5,7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6
568,5,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9
569,5,8.9,0.33,0.32,1.5,0.047,11,200,0.9954,3.19,0.46,9.4
570,5,6.4,0.3,0.38,7.8,0.046,35,192,0.9955,3.1,0.37,9
571,5,7.3,0.27,0.39,6.7,0.064,28,188,0.9958,3.29,0.3,9.7
572,5,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6
573,5,8,0.61,0.38,12.1,0.301,24,220,0.9993,2.94,0.48,9.2
574,5,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6
575,5,6.9,0.18,0.38,6.5,0.039,20,110,0.9943,3.1,0.42,10.5
576,5,7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5
577,5,7.3,0.24,0.39,3.6,0.024,35,116,0.9928,3.17,0.51,10.9
578,5,10.3,0.25,0.48,2.2,0.042,28,164,0.998,3.19,0.59,9.7
579,5,6.4,0.26,0.22,5.1,0.037,23,131,0.9944,3.29,0.32,10.1
580,5,8.4,0.57,0.44,10.7,0.051,46,195,0.9981,3.15,0.51,10.4
581,5,5.7,0.245,0.33,1.1,0.049,28,150,0.9927,3.13,0.42,9.3
582,5,7,0.16,0.73,1,0.138,58,150,0.9936,3.08,0.3,9.2
583,5,7.2,0.14,0.35,1.2,0.036,15,73,0.9938,3.46,0.39,9.9
584,5,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4
585,5,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9
586,5,7,0.39,0.31,5.3,0.169,32,162,0.9965,3.2,0.48,9.4
587,5,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9
588,5,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4
589,5,7.4,0.31,0.74,10.7,0.039,51,147,0.9977,3.02,0.43,8.7
590,5,7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5
591,5,6.9,0.2,0.4,7.7,0.032,51,176,0.9939,3.22,0.27,11.4
592,5,8,0.59,0.71,17.35,0.038,61,228,1,2.95,0.75,9.3
593,5,9.7,0.14,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5
594,5,9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5
595,5,9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6
596,5,7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8
597,5,6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8
598,5,6.2,0.2,0.26,1.7,0.093,40,161,0.9924,3.44,0.66,11
599,5,8.4,0.19,0.43,2.1,0.052,20,104,0.994,2.85,0.46,9.5
600,5,8.3,0.21,0.41,2.2,0.05,24,108,0.994,2.85,0.45,9.5
601,5,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10
602,5,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10
603,5,7.6,0.54,0.23,2,0.029,13,151,0.9931,3.04,0.33,10.4
604,5,6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10
605,5,7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9
606,5,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4
607,5,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4
608,5,7.6,0.27,0.24,3.8,0.058,19,115,0.9958,3.15,0.45,8.9
609,5,7.4,0.64,0.47,14.15,0.168,42,185,0.9984,2.9,0.49,9.3
610,5,6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5
611,5,9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6
612,5,5.9,0.415,0.02,0.8,0.038,22,63,0.9932,3.36,0.36,9.3
613,5,6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2
614,5,5.3,0.165,0.24,1.1,0.051,25,105,0.9925,3.32,0.47,9.1
615,5,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3
616,5,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6
617,5,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6
618,5,7.4,0.25,0.49,1.1,0.042,35,156,0.9917,3.13,0.55,11.3
619,5,6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6
620,5,8.5,0.56,0.74,17.85,0.051,51,243,1.0005,2.99,0.7,9.2
621,5,6.3,0.23,0.49,7.1,0.05,67,210,0.9951,3.23,0.34,9.5
622,5,6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9
623,5,7.2,0.26,0.74,13.6,0.05,56,162,0.998,3.03,0.44,8.8
624,5,7.2,0.31,0.24,1.4,0.057,17,117,0.9928,3.16,0.35,10.5
625,5,8,0.25,0.49,1.2,0.061,27,117,0.9938,3.08,0.34,9.4
